product_id	review_id	star_rating	distance_original	distance_opposite	distance_adjusted	similarity_score	product_similarity_score	product_title	review_body
B00PODHGQY	R2PBG32MHY83L	5.0	0.1258676	0.31583123207092284	1.7089915943141405	0.15061489668713357	0.2805423706377288	Demon&Hunter 808 YOUTH Series Men's Skinny Slim Jeans	The jeans fit as expected, great quality and price. Highly recommended for people wearing skinny jeans. I use them daily.
B00PODHGQY	R301T62MIRQKVW	5.0	0.12651336	0.31583123207092284	1.709637351035637	0.15029394944466135	0.2805423706377288	Demon&Hunter 808 YOUTH Series Men's Skinny Slim Jeans	Perfect fit, price and easy to purchase. First time my very slim husband has bought on line and it was so easy
B00PODHGQY	R122VH10L3PYHL	5.0	0.11648548	0.31277143955230713	1.7150969121021729	0.14758049558334874	0.2805423706377288	Demon&Hunter 808 YOUTH Series Men's Skinny Slim Jeans	The fit is spot on around the waist and comfortable for me. Quality is what I would expect. The material is quite soft denim. All in, highly recommended.
B00PODHGQY	R12T3YMUT6NJ7R	5.0	0.12566435	0.31279683113098145	1.7241460201834244	0.1430830026594191	0.2805423706377288	Demon&Hunter 808 YOUTH Series Men's Skinny Slim Jeans	Wore them for a couple of days, found them very comfortable and an ideal, for me, size. Good fit and lovely feel, love wearing them.
B00PPSL37Q	R3E8W02EQ0N1HT	5.0	0.12032986	0.31583123207092284	1.7034538459773485	0.15336721036662504	0.26704466342247146	Demon&Hunter 808 YOUTH Series Men's Skinny Slim Jeans	The jeans were perfect the correct size and type I wanted
B00PPSL37Q	RQ8OLXNTLLRW9	5.0	0.12312716	0.31583123207092284	1.7062511515613024	0.1519769228424913	0.26704466342247146	Demon&Hunter 808 YOUTH Series Men's Skinny Slim Jeans	Jeans fit well, look good and at a reasonable price. Would recommend. Will use again when I need another pair.
B00PPSL37Q	RSAD3ROF9M3GS	5.0	0.12558377	0.31583123207092284	1.70870775699572	0.15075596653840295	0.26704466342247146	Demon&Hunter 808 YOUTH Series Men's Skinny Slim Jeans	Amazing for the price! Exactly what I hoped for. Very comfortable and perfect size.
B00PPSL6J6	R3SL50Q7KZNN2V	5.0	0.11295611	0.31438809633255005	1.7033471101157416	0.15342025910667723	0.25763883611314026	Demon&Hunter 808 YOUTH Series Men's Skinny Slim Jeans	These fit great and is absolutely super comfy,the quality is great.
B00PPSL6J6	R2ANI0YN80A467	5.0	0.109258294	0.31014198064804077	1.7214231450400967	0.14443629754548992	0.25763883611314026	Demon&Hunter 808 YOUTH Series Men's Skinny Slim Jeans	Very comfortable, excellent fit, excellent leg length,a great fit around the waist and backside, brilliant product.
B00PPSL6J6	R3NU7HI0SMJS0Y	5.0	0.115140736	0.30499905347824097	1.754490085872993	0.12800171293487228	0.25763883611314026	Demon&Hunter 808 YOUTH Series Men's Skinny Slim Jeans	These fit great as skinny jeans. They are skinny throughout the whole leg, not quite skin tight, but tight. This was exactly what I was looking for, however might be too tight for some people. They are stretchy too, so they are not too constricting. Great skinny jean.
B00LOC1JY4	R3C1FYKQHW2VPL	4.0	0.11978686	0.3130815625190735	1.716814789481732	0.14672669416011752	0.23978903013953104	ZIHAN Men's Printing Slim Fit Leggings Tight Pants Dark Blue	These fit well, very form fitting and display the male package well. I love them, i own several different styles.
B00LOC1JY4	RNW7B8BFRYCXL	4.0	0.12361586	0.3112800121307373	1.7298866798633084	0.1402298401093487	0.23978903013953104	ZIHAN Men's Printing Slim Fit Leggings Tight Pants Dark Blue	This is a great product. I like the light weight material, the fit & low cut around the waist.
