product_id	review_id	star_rating	distance_original	distance_opposite	distance_adjusted	similarity_score	product_similarity_score	product_title	review_body
B00MHDY4X2	RBAACRZE3OG2C	3.0	0.0983628	0.26709127	0.09836280345916748	0.26355333039097517	0.34896828824370224	LOVARU Women's Long-sleeve Print Chiffon Fashion Slim Blouses	Tight across the chest, no care instruction tags, threads needed trimmed all over.
B00MHDY4X2	R2RJ3YYR80LDKJ	1.0	0.118726075	0.26624107	0.11872607469558716	0.11109261600485176	0.34896828824370224	LOVARU Women's Long-sleeve Print Chiffon Fashion Slim Blouses	This blouse is so small the large wouldn't even fit a child. I normally wear medium, and I cannot even get one arm into the large size. It also has silky threads hanging from the sleeves. This blouse is much more sheer than I expected.
B00MHDY4X2	ROXRW0RECRGO0	5.0	0.12359846	0.2912867	0.12359845638275146	0.07461287833586883	0.34896828824370224	LOVARU Women's Long-sleeve Print Chiffon Fashion Slim Blouses	I really love this shirt. The quality is worth the price, just DO NOT dry it. It looks like a much more expensive shirt then it is. Would buy in multiple colors if I could.
B00MHDY4X2	R11HKX3Y8539I7	3.0	0.1255362	0.28321022	0.12553620338439941	0.06010488064036901	0.34896828824370224	LOVARU Women's Long-sleeve Print Chiffon Fashion Slim Blouses	The fit is a bit larger than expected but overall its an OK buy.
B00MHDY4X2	R3VK10FLHHY8FB	3.0	0.12601018	0.2829312	0.12601017951965332	0.05655620030586839	0.34896828824370224	LOVARU Women's Long-sleeve Print Chiffon Fashion Slim Blouses	Cute shirt, but shamefully too small.  The inner packaging was all in Chinese and it seemed the blouse was made for a Chinese size.  Gave the blouse to my daughter.  She love it.
B00MHDY4X2	R3711YULR93TSH	3.0	0.1328479	0.27719665	0.13284790515899658	0.005361845349474925	0.34896828824370224	LOVARU Women's Long-sleeve Print Chiffon Fashion Slim Blouses	So first I love the patterns. The fit is ok, the quality so so. I received this blouse with  no high expectations. I ordered up which was great. But the sleeves were too tight. I examined the blouse for loose thread and holes. It seems to be scissor cut one of the sleeve. So I rolled up the sleeves and it disappears.
B00DLUIVG6	RACSHDVD9THY0	5.0	0.11382216	0.29838932	0.11382216215133667	0.14780842659850157	0.257731834545457	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	This is a great top for a great price. I've already worn it several times. Comfortable but still a bit dressy. My only qualm is the tube top that goes underneath the sheer fabric is too short for me, so I wear it with a black tank top.
B00DLUIVG6	RDEPVQJ8MKM0D	5.0	0.114219904	0.2970187	0.11421990394592285	0.1448305161518061	0.257731834545457	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	Love this shirt.  Dressy, but hides big arms and tummy.  Fit as expected.
B00DLUIVG6	REXQPVC4LW4Y6	5.0	0.12104815	0.27927208	0.12104815244674683	0.09370711695159795	0.257731834545457	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	I love Patty Boutik blouses. Some say the material is thin, but that's what I love about them. They don't bulk up under a long sweater or work blazer. And for the blouses that aren't work-appropriate, I don't mind the thin material. It's a matter of preference I suppose
B00DLUIVG6	RIYDM1A5GM0CJ	5.0	0.12244052	0.30641747	0.12244051694869995	0.08328242220638482	0.257731834545457	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	Cannot wait to wear this one out & about on a summer night with friends at dinner or  a club.
B00DLUIVG6	RFMJOQ1HOJUXY	5.0	0.12571889	0.30365205	0.125718891620636	0.05873708571767733	0.257731834545457	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	"Absolutely adorable, sexy and classy shirt. I am 5'9"" approx 170 lbs and the large fit me perfect. Well made. The shirt and cami are separate pieces. Have bought many shirts from Patty Boutik and am never disappointed. Purchased both the black and white!"
B00DLUIXSM	RMRXAQ5HBJW17	5.0	0.11681491	0.29799968	0.11681491136550903	0.1254015805729387	0.2232550490152546	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	i love it! very cute soft and really nice. comfortable! flattering style.
B00DLUIXSM	R6JDNI2YHG00L	5.0	0.119517565	0.30328894	0.11951756477355957	0.10516669470683448	0.2232550490152546	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	Fits perfectly....very nice material and I am a 38D and the XL is perfect.
B00DLUIXSM	RA5CECGBUF9W	4.0	0.120015204	0.29792297	0.1200152039527893	0.10144084811317933	0.2232550490152546	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	This top is very comfortable and looks elegant.  You can probably go a size smaller.
B00DLUIXSM	R2NUAZ7YAPWG6B	3.0	0.120331824	0.29322475	0.12033182382583618	0.09907030108892545	0.2232550490152546	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	The sleeves are very full as well as the top sheer portion of the top.  It come with a tank top.  The bottom half is knit and smooth.  The buttons are not functional.  It seems just a little short waisted.  I wear 14/16 jeans and xxl top. It was a bit snug
B00DLUIXSM	R3FMBFS6EG657	5.0	0.120847225	0.29903293	0.12084722518920898	0.09521146823525006	0.2232550490152546	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	I absolutely love this blouse. It fits perfect,and with me being short and somewhat thick around the hips, I was surprised at how happy I was with it. Will be ordering another in white.
B00DLUIXSM	R3BAQ24PAP43ON	2.0	0.1268307	0.2835588	0.12683069705963135	0.05041294911312	0.2232550490152546	PattyBoutik Women's Chiffon Long Sleeve Fitted Waist Pullover Blouse	I think that this shirt is probably very flattering on someone slimmer than me...just look at the picture of the skinny model!  Patty Boutik clothing tends to run small for me, but since this is a looser and blousy type top, I thought I might be able to get away with it.  Well, it does fit better than other tops I've ordered from this line, but it just doesn't flatter my high-waisted torso.
B00CJ3SADU	R26THXJFZG75AU	4.0	0.11142337	0.23776913	0.11142337322235107	0.16576826564050062	0.17097726604347574	Ostart Womens V-neck Floral Print Roll up Loose Chiffon Shirt Blouse Tops (M)	Wrinkles were pressed into the fabric but it doesn't really show.
B00CJ3SADU	R1T8FQVY2I67YF	4.0	0.13217258	0.28032976	0.1321725845336914	0.010418000805950234	0.17097726604347574	Ostart Womens V-neck Floral Print Roll up Loose Chiffon Shirt Blouse Tops (M)	This shirt looks very nice, but the chiffon is a little hot fabric.
