product_id	review_id	star_rating	distance_original	distance_opposite	distance_adjusted	similarity_score	product_similarity_score	product_title	review_body
B00JJAZB92	R2X2FZ9CU75XBG	5.0	0.116879106	0.31942824721336366	1.6821758642669915	0.1577418044705584	0.29680492148186705	Amoureux Bebe 100% Cotton white Baby and toddler Camisole Onesies bodysuits with lace.	Super Cute Onesie! Fit just right and my baby looks adorable in it. Soft and cute!
B00JJAZB92	R1O45OIKREWB07	5.0	0.1274454	0.31942824721336366	1.6927421584602593	0.15245130656858485	0.29680492148186705	Amoureux Bebe 100% Cotton white Baby and toddler Camisole Onesies bodysuits with lace.	Bought this onesie for my daughter to wear under her baptism dress. It was perfect. Fit her great. I will be buying more.
B00JJAZB92	R2IXDDU31IK68B	5.0	0.13094097	0.31942824721336366	1.6962377324577569	0.15070108775376745	0.29680492148186705	Amoureux Bebe 100% Cotton white Baby and toddler Camisole Onesies bodysuits with lace.	I bought this for my granddaughters baby baptism. It arrived in a timely manner, was of excellent quality, fit perfectly, and was quite reasonably priced. It was special for the baptism because of the lace trim. It was worn under her baptism gown but at the restaurant her mom removed the gown and she was in her lace trimmed onesie for a bit, and was still very special.
B00JJAZB92	R2GYW5WBO622IL	5.0	0.116208434	0.3116142749786377	1.720756236140872	0.1384247787733024	0.29680492148186705	Amoureux Bebe 100% Cotton white Baby and toddler Camisole Onesies bodysuits with lace.	So adorable, soft, and comfortable. Straps stay on. Love it and my little one was cool and comfortable.
B00JJAZB92	RJI6VBR8UCHZU	5.0	0.13080323	0.30954456329345703	1.746079537498224	0.12574551107058463	0.29680492148186705	Amoureux Bebe 100% Cotton white Baby and toddler Camisole Onesies bodysuits with lace.	True to size. Simple and cute.  Perfect under dresses. Straps do not show. Very thin. Does not add warmth. But perfect for warm weather layering or to just wear under any dress.  Will def purchase more as my daughter grows.
B00LAD6R7G	R1M2X9WVZR5NH0	4.0	0.13457537	0.31631654500961304	1.7152704266799847	0.14117149989544764	0.26352375357483987	"Leveret Footed ""Striped Baby Boy"" Pajama Sleeper 100% Cotton (Size 6M-5T)"	I took the advice of previous reviews and ordered one size bigger and it fits just right.
B00LAD6R7G	RSXOQFS01TWTP	5.0	0.13115716	0.3140575885772705	1.723221858082698	0.13719025250783068	0.26352375357483987	"Leveret Footed ""Striped Baby Boy"" Pajama Sleeper 100% Cotton (Size 6M-5T)"	Best price for 100% cotton footed sleepers out there. Cute patterns. Sleepwear is supposed to be snug, but I still think the sizes run somewhat small so I'd recommend ordering a size bigger than you think you need. Kids can always grow into them
B00LAD6R7G	RWW0NKGRYYVJK	5.0	0.13373733	0.3101460933685303	1.7458807983442146	0.12584501890730537	0.26352375357483987	"Leveret Footed ""Striped Baby Boy"" Pajama Sleeper 100% Cotton (Size 6M-5T)"	It fits amazing. The fabric is super comfy and my son enjoys sleeping with it. It's stretchy so the sleeves are easy to put on if little ones arms a bit on the chunky side. ☺️ Love the colors and quality. 👍
B00LAD6R7G	R3OKX92DGW0ZWW	5.0	0.12651455	0.3072056770324707	1.7540886432459009	0.1217353863873476	0.26352375357483987	"Leveret Footed ""Striped Baby Boy"" Pajama Sleeper 100% Cotton (Size 6M-5T)"	Super comfy. Keeps our little guy want but not hot. Perfect pajamas for summer! Bought one to try and bought 5 more!
B00LAD6R7G	R3I5W7XZMEQ34S	4.0	0.13169634	0.3050057888031006	1.7710094920742714	0.11326319040371302	0.26352375357483987	"Leveret Footed ""Striped Baby Boy"" Pajama Sleeper 100% Cotton (Size 6M-5T)"	Our son is fat and short! This is a quality material and fits his belly but the legs are too long. It is affordable too.
B00KC0ONUG	R1X61L21PBM1O5	5.0	0.13038081	0.31942824721336366	1.6956775680061578	0.1509815596772005	0.26331277623928684	Leveret Long Sleeve 4-pack Striped Baby Girls Bodysuit 100% Cotton (Size 0-24 Months)	I needed some long sleeve onesies for my five month old baby to sleep in at night. Now that it's warmer weather full on footie pajamas are a little too warm to wear under her wearable blankets, but she still needs her arms covered at night. These are perfect! And the fabric is so soft! I bought the 6-12 month size and they are a little big on her now but that just means she'll get a lot of use out of these before her first birthday. I highly recommend these.Update to add: We have loved these so much we have now purchased the next size up so our little one can keep wearing them!
B00KC0ONUG	R3P66J5AXZHT8J	5.0	0.13234174	0.31942824721336366	1.6976385012146233	0.1499997288824544	0.26331277623928684	Leveret Long Sleeve 4-pack Striped Baby Girls Bodysuit 100% Cotton (Size 0-24 Months)	These are great onesies. The fabric is very nice and they wash like a dream.
B00KC0ONUG	R24X36GBEU8TF	5.0	0.13368851	0.31942824721336366	1.6989852681633233	0.14932540848343645	0.26331277623928684	Leveret Long Sleeve 4-pack Striped Baby Girls Bodysuit 100% Cotton (Size 0-24 Months)	My baby is still too young to fit into these, but I bought them in advance. The colors are very nice and vibrant.
B00LAD6QUO	R1B4G7HL5OK8H3	5.0	0.1328088	0.315998375415802	1.7150954202013675	0.14125912488402181	0.25856220504061395	"Leveret Footed ""Striped Baby Boy"" Pajama Sleeper 100% Cotton (Size 6M-5T)"	Love this! It is so soft and durable, will definitely be purchasing again!
B00LAD6QUO	R2Y4ABJ0H1X36G	5.0	0.1256308	0.3095150589942932	1.7410610810753844	0.12825823054351915	0.25856220504061395	"Leveret Footed ""Striped Baby Boy"" Pajama Sleeper 100% Cotton (Size 6M-5T)"	Very nice looking outfit. Does the job fits perfect. Good quality nice and soft.
B00LAD6QUO	R1LYQHTCFWS6EX	5.0	0.131082	0.30844610929489136	1.7521107127093973	0.12272572767088752	0.25856220504061395	"Leveret Footed ""Striped Baby Boy"" Pajama Sleeper 100% Cotton (Size 6M-5T)"	These 100% cotton pajamas are perfect for my son who tends to sleep warmer. These jammies breathe a lot better and seem comfortable for him.
B00LAD6QUO	R12G8NTS5FDIX0	5.0	0.13447005	0.30842119455337524	1.7556297091365352	0.12096378134663255	0.25856220504061395	"Leveret Footed ""Striped Baby Boy"" Pajama Sleeper 100% Cotton (Size 6M-5T)"	We love these.  They are light, breathable and cozy.  Just what we expected!
B00LAD6QUO	R3VF9JUVB5N5ZW	4.0	0.1342274	0.30723559856414795	1.7616429755982406	0.11795296478050576	0.25856220504061395	"Leveret Footed ""Striped Baby Boy"" Pajama Sleeper 100% Cotton (Size 6M-5T)"	I ordered a size that was too large for my grandson, but he will grow into them. The quality of the garmet looks good.
B00KC0ONWE	R2EIX1UDYM1MQO	4.0	0.13206464	0.31942824721336366	1.6973613992210626	0.15013847265475055	0.25668743042159775	Leveret Long Sleeve 4-pack Striped Baby Girls Bodysuit 100% Cotton (Size 0-24 Months)	Very nice onsie. Soft and washes well, colors are vibrant. Definitely worth the $$.
B00KC0ONWE	R3ABEX3AHY04MT	5.0	0.12827903	0.3166477680206299	1.7073206358442288	0.1451519258582693	0.25668743042159775	Leveret Long Sleeve 4-pack Striped Baby Girls Bodysuit 100% Cotton (Size 0-24 Months)	these are very soft jersey. vibrant cute colors. fit nicely all around. have washed several times and they are holding up well with minimal shrinkage and no fading yet that ive noticed. will def get the next size up when time. we are a healthy 3 mths \ 14 lbs
B00KC0ONWE	R2GD9MQ5UNQ58R	5.0	0.1289866	0.3131207227706909	1.7258147966631594	0.13589197935085018	0.25668743042159775	Leveret Long Sleeve 4-pack Striped Baby Girls Bodysuit 100% Cotton (Size 0-24 Months)	Comfortable fabric, fits well, and washes well. I like these a lot.
B00D3WPAL6	R39MYKT6IU6J36	5.0	0.13199782	0.31212013959884644	1.733945075957974	0.13182118359550576	0.24216006617300068	Zutano Unisex-Baby Newborn Cozie Fleece Bootie	These are the only socks/booties you need for your pre-walking baby!
B00D3WPAL6	R1BFDP7F0W7KJM	5.0	0.131522	0.3118424415588379	1.734895798157326	0.13134516109328964	0.24216006617300068	Zutano Unisex-Baby Newborn Cozie Fleece Bootie	The BEST baby booties!  they stay on and feet stay cozy!
